Actual_r1,Predicted_r1,Actual_r2,Predicted_r2
-0.49894074,0.37178767,-0.3095086,-1.1682314
0.580925,-0.39900208,-0.48148605,0.14170468
-0.79048496,-0.7735677,-1.1611509,-0.85477847
-0.5850267,-1.2256554,0.11394335,0.22633383
0.67851835,0.3600769,-0.7695511,-0.7709958
0.06445799,-0.11362828,-0.40011692,-0.39426005
-0.2596373,-0.3230551,-1.154902,-1.3748695
0.372912,-0.12813777,-0.57675415,-0.13988146
-0.5086383,-0.5448658,-0.07058107,-0.20808995
-0.096910015,-0.17077693,-0.45593196,-0.29356176
-0.04575749,-0.59512407,0.32428247,-0.50564915
-0.4436975,-0.34101254,0.09342168,0.08913952
-0.3767507,-0.10642973,0.11058971,-0.14469542
0.21748394,0.14067622,-0.21609642,-0.50975394
0.2552725,0.4424019,-1.0,-1.5057756
-0.55284196,-0.48406166,-0.38721615,-0.080096185
-0.4089354,0.13939722,-1.0457575,-1.1794311
-0.36653155,-0.6699431,0.22271647,0.19177067
-0.28960052,-0.3665421,-0.6003263,-0.51077336
-0.5044557,-0.5861572,-1.180456,-0.39388683
-0.85387194,-0.61270535,0.21748394,-0.32144925
0.65224636,0.4960913,-1.6575773,-1.424708
-0.11918641,-0.034784988,0.27989498,-0.21592122
-1.5228788,-0.7420979,0.38381538,-0.32918733
0.8656961,0.50197655,-1.3279022,-0.8870352
0.08990511,-0.055469304,-2.0,-1.2022843
0.18041264,-0.1948356,-0.36653155,-0.15998559
-0.85387194,-0.6746475,-0.25181198,-0.6296279
0.20411998,-0.36336604,-0.30103,-0.09720284
-1.09691,-1.38054,1.0,0.39821574
-0.31875876,-0.18093662,0.3424227,-0.06052429
-0.011441044,-0.17673856,-0.6946486,-0.60392374
-0.07058107,0.032447785,0.006037955,-0.2055077
-0.29242983,-0.3765251,-0.7695511,-0.603164
-0.17069623,-0.28816545,0.09096307,0.07608515
-0.09151498,-0.03112629,0.029383779,-0.2395859
-0.28399664,-0.61789644,-0.06550155,0.26210493
-0.6478175,-0.98162884,0.44169512,0.10315806
-0.61978877,-0.9339564,0.26245108,-0.00734403
-0.82390875,-0.54650134,-1.69897,-0.7612809
-0.16557929,0.23218055,-0.40782323,-0.8657729
-1.2218487,-1.3331281,0.37657696,0.22263014
-0.69897,-0.5954693,-0.27572414,0.11515501
-0.4723701,-0.7423917,-0.25258818,0.025861207
-1.6777807,-1.1845521,0.9375179,0.23063669
-0.07058107,-0.07516663,-0.124938734,-0.16675174
0.6812412,0.4185807,-0.92081875,-1.0004181
-0.8110715,-0.91818744,-0.7695511,-0.7229302
-0.5331324,-0.4112265,-0.30980393,-0.40689048
-0.536107,-0.57528335,-0.008773924,0.17160948
0.008600172,-0.08487125,-0.0043648053,-0.08736049
-1.09691,-1.2983773,-0.1611509,-0.30851176
-1.0,-1.204436,0.17897695,-0.14265653
-0.51760286,-0.34714058,-0.42984638,-0.41323254
-0.23657201,-0.41759157,-1.0457575,-0.7250053
-0.61978877,-0.7426278,0.14612803,0.04402635
0.10037055,-0.06471501,0.1271048,-0.13533244
-0.08618615,0.06893352,0.035829823,-0.20929113
0.40312052,0.11771245,-2.0,-0.73216194
-1.39794,-0.44405907,-0.9706162,-0.5547681
-1.39794,-0.56714016,0.48000693,0.10449469
-0.4685211,-0.014246032,-1.69897,-0.6259523
-0.20065945,-0.4471748,-0.050609995,0.12991244
-1.2218487,-0.53334206,0.0,-0.009239171
-1.5228788,-1.5397049,-0.49485,-0.24645175
-0.32790214,-0.36813936,0.2764618,0.17022175
-1.60206,-0.8247622,-1.6197888,-1.3715023
0.40823996,0.047127172,-1.69897,-1.0373762
-0.30980393,-0.35937077,0.17609125,-0.26428375
-0.9586073,-0.3291105,-1.5228788,-1.3554958
-1.154902,-0.2703327,-0.60206,-1.3805674
-0.14026143,-0.4725291,-0.40616032,-0.23823647
-0.85387194,-0.4231127,-0.04575749,-0.44232288
-0.58004427,-1.0333635,0.24179544,0.30302098
